,edades,genero,salarios,paises,titulo_academico,puesto_trabajo,años_experiencia,sector_laboral,tamaños_empresa,lenguaje_programacion
3030,30-44,Hombre,alto,Italia,Master,Business Analyst,3-5 years,Envío/Transporte,Multinacional,"Python, R, SQL"
3031,18-29,Hombre,bajo,Brasil,Master,Data Analyst,1-3 years,Gobierno/servicio público,Grande,"Python, SQL, Bash, MATLAB"
3032,18-29,Mujes,bajo,India,Master,Data Analyst,5-10 years,Académico/Educación,Mediana,"Python, R, SQL, Julia, Bash"
3033,18-29,Hombre,bajo,Egipto,Grado Universitario,Data Analyst,< 1 years,Ventas al por menor,Grande,Python
3034,30-44,Hombre,No sabe/No contesta,Israel,Prefiero no responder,Data Analyst,< 1 years,Marketing/CRM,Startup,Python
3035,30-44,Hombre,alto,Otros,Doctorado Profesional,Data Analyst,5-10 years,Servicio en línea/Servicios basados ​​en Internet,Startup,"Python, R, SQL, Java, MATLAB"
3036,30-44,Hombre,alto,Estados Unidos,Grado Universitario,Business Analyst,3-5 years,Académico/Educación,Grande,Python
3037,30-44,Hombre,No sabe/No contesta,Iran,Doctorado,Data Analyst,3-5 years,Energía/Minería,Mediana,"Python, SQL, C, MATLAB"
3038,30-44,Prefiero no decirlo,No sabe/No contesta,China,Master,Business Analyst,I have never written code,Fabricación,Multinacional,No sabe/No contesta
3039,30-44,Mujes,alto,Reino Unido,Master,Data Analyst,10-20 years,Ventas al por menor,Mediana," R, Other"
3040,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,1-3 years,Seguro/Evaluación de Riesgos,Multinacional,"Python, SQL, Java, Javascript, MATLAB"
3041,18-29,Hombre,No sabe/No contesta,Otros,Estudios Univertarios sin licenciatura,Data Analyst,3-5 years,Energía/Minería,Startup, C++
3042,30-44,Hombre,No sabe/No contesta,Taiwan,Grado Universitario,Business Analyst,< 1 years,,No sabe/No contesta,"Python, SQL"
3043,18-29,Mujes,No sabe/No contesta,Kenia,Master,Data Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Startup, R
3044,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Hostelería/Entretenimiento/Deportes,No sabe/No contesta,Python
3045,30-44,Hombre,bajo,China,Master,Business Analyst,20+ years,Contabilidad/Finanzas,Grande,"Python, SQL, MATLAB"
3046,18-29,Hombre,medio,Rusia,Grado Universitario,Data Analyst,3-5 years,Contabilidad/Finanzas,Mediana,"Python, SQL, Bash"
3047,45-59,Hombre,bajo,Vietnam,Doctorado,Business Analyst,1-3 years,ONG/Servicio,Startup, None
3048,30-44,Mujes,alto,Estados Unidos,Master,Data Analyst,5-10 years,Académico/Educación,Mediana,"Python, R, SQL"
3049,30-44,Hombre,No sabe/No contesta,Japon,Master,Business Analyst,1-3 years,Radio/Comunicaciones,Multinacional,"Python, SQL"
3050,18-29,Hombre,No sabe/No contesta,Brasil,Estudios Univertarios sin licenciatura,Business Analyst,1-3 years,Académico/Educación,Mediana,"Python, R, SQL"
3051,30-44,Hombre,bajo,India,Master,Data Analyst,< 1 years,Académico/Educación,Startup,"Python, R, SQL"
3052,30-44,Hombre,No sabe/No contesta,Estados Unidos,Master,Data Analyst,1-3 years,Médico/farmacéutico,Grande,"Python, SQL, Javascript"
3053,18-29,Hombre,No sabe/No contesta,India,Master,Business Analyst,< 1 years,Tecnológico,Multinacional,"Python, C++"
3054,30-44,Hombre,alto,Rumania,Grado Universitario,Business Analyst,3-5 years,Fabricación,Pequeña,"Python, SQL, C++"
3055,30-44,Hombre,bajo,Nigeria,Grado Universitario,Data Analyst,< 1 years,Ventas al por menor,Grande, None
3056,18-29,Mujes,alto,Estados Unidos,Grado Universitario,Business Analyst,3-5 years,Negocios en línea/ventas basadas en Internet,Multinacional,Python
3057,18-29,Hombre,medio,Japon,Grado Universitario,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup,"Python, R"
3058,18-29,Hombre,No sabe/No contesta,Rusia,Doctorado,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, MATLAB"
3059,30-44,Hombre,medio,Indonesia,Grado Universitario,Data Analyst,I have never written code,Contabilidad/Finanzas,Multinacional,No sabe/No contesta
3060,30-44,Hombre,medio,Mexico,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Hostelería/Entretenimiento/Deportes,Startup," R, SQL"
3061,18-29,Mujes,bajo,India,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Pequeña,"Python, R, SQL"
3062,30-44,Hombre,bajo,Colombia,Master,Data Analyst,5-10 years,Académico/Educación,Startup, R
3063,18-29,Hombre,No sabe/No contesta,India,Doctorado Profesional,Data Analyst,3-5 years,,No sabe/No contesta,Python
3064,30-44,Hombre,medio,Vietnam,Prefiero no responder,Business Analyst,I have never written code,Envío/Transporte,Mediana,No sabe/No contesta
3065,18-29,Mujes,No sabe/No contesta,Estados Unidos,Master,Data Analyst,1-3 years,,No sabe/No contesta, None
3066,30-44,Hombre,alto,Kenia,Master,Data Analyst,3-5 years,ONG/Servicio,Grande,"Python, SQL"
3067,30-44,Mujes,alto,Paises Bajos,Estudios Univertarios sin licenciatura,Business Analyst,< 1 years,Radio/Comunicaciones,Grande,"Python, R"
3068,30-44,Hombre,No sabe/No contesta,Argentina,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Académico/Educación,Startup,"Python, R, SQL"
3069,18-29,Hombre,No sabe/No contesta,China,Master,Data Analyst,< 1 years,,No sabe/No contesta,Python
3070,18-29,Hombre,bajo,Turquia,Master,Data Analyst,1-3 years,Académico/Educación,Mediana,"Python, R, SQL"
3071,45-59,Hombre,alto,India,Prefiero no responder,Business Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
3072,30-44,Hombre,alto,Estados Unidos,Doctorado,Data Analyst,5-10 years,Fabricación,Multinacional,"Python, C++"
3073,60-70+,Hombre,alto,Estados Unidos,Doctorado Profesional,Business Analyst,I have never written code,Médico/farmacéutico,Pequeña,No sabe/No contesta
3074,18-29,Hombre,bajo,Tailandia,Grado Universitario,Data Analyst,1-3 years,Fabricación,Multinacional,"Python, SQL, Other"
3075,18-29,Mujes,alto,Polonia,Master,Data Analyst,5-10 years,Fabricación,Grande,"Python, R"
3076,18-29,Hombre,alto,India,Grado Universitario,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, C, C++"
3077,30-44,Hombre,bajo,Bangladesh,Grado Universitario,Business Analyst,1-3 years,Ventas al por menor,Grande,"Python, SQL, C"
3078,30-44,Hombre,medio,Nigeria,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Grande,Python
3079,18-29,Hombre,bajo,Brasil,Grado Universitario,Data Analyst,1-3 years,Ventas al por menor,Mediana,"Python, SQL"
3080,45-59,Hombre,No sabe/No contesta,Bielorusia,Bachillerato,Data Analyst,20+ years,Radio/Comunicaciones,Grande,"Python, SQL, Other"
3081,18-29,Hombre,bajo,Brasil,Grado Universitario,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional," SQL, Other"
3082,18-29,Hombre,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,Tecnológico,Pequeña,"Python, SQL, MATLAB"
3083,18-29,Hombre,bajo,China,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Pequeña,Python
3084,18-29,Hombre,medio,India,Master,Business Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
3085,18-29,Mujes,No sabe/No contesta,India,Grado Universitario,Data Analyst,I have never written code,Tecnológico,Startup,No sabe/No contesta
3086,45-59,Hombre,alto,Australia,Master,Data Analyst,1-3 years,Otros,Startup,"Python, SQL"
3087,60-70+,Hombre,alto,Estados Unidos,Estudios Univertarios sin licenciatura,Data Analyst,20+ years,Gobierno/servicio público,Pequeña, Other
3088,18-29,Hombre,No sabe/No contesta,Rusia,Master,Business Analyst,< 1 years,Fabricación,Startup,"Python, SQL"
3089,30-44,Hombre,alto,Singapur,Master,Business Analyst,< 1 years,Radio/Comunicaciones,Grande,"Python, SQL"
3090,30-44,Mujes,medio,Sudafrica,Grado Universitario,Business Analyst,I have never written code,Ventas al por menor,Multinacional,No sabe/No contesta
3091,30-44,Mujes,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,,No sabe/No contesta,"Python, SQL"
3092,18-29,Mujes,bajo,Ucrania,Prefiero no responder,Data Analyst,1-3 years,Contabilidad/Finanzas,Mediana, SQL
3093,30-44,Hombre,No sabe/No contesta,Singapur,Master,Business Analyst,10-20 years,,No sabe/No contesta, Other
3094,18-29,Hombre,No sabe/No contesta,Nigeria,Grado Universitario,Data Analyst,1-3 years,,No sabe/No contesta, Java
3095,45-59,Hombre,bajo,Polonia,Master,Data Analyst,10-20 years,Tecnológico,Startup, Other
3096,30-44,Hombre,bajo,India,Master,Data Analyst,< 1 years,ONG/Servicio,Mediana,Python
3097,18-29,Hombre,bajo,India,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Startup,"Python, R, SQL, C++, Java, MATLAB"
3098,18-29,Hombre,bajo,China,Master,Data Analyst,< 1 years,Académico/Educación,Grande,"Python, Java"
3099,45-59,Hombre,bajo,Mexico,Grado Universitario,Business Analyst,5-10 years,Fabricación,Startup,"Python, SQL, Javascript"
3100,30-44,Hombre,bajo,Rusia,Bachillerato,Data Analyst,< 1 years,Fabricación,Grande,"Python, SQL"
3101,30-44,Hombre,No sabe/No contesta,Indonesia,Prefiero no responder,Data Analyst,< 1 years,,No sabe/No contesta,Python
3102,45-59,Hombre,alto,Portugal,Doctorado Profesional,Data Analyst,10-20 years,Médico/farmacéutico,Mediana,"Python, SQL, Java, MATLAB"
3103,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,< 1 years,Médico/farmacéutico,Pequeña,"Python, SQL, Java"
3104,30-44,Hombre,alto,Sudafrica,Master,Data Analyst,10-20 years,Contabilidad/Finanzas,Grande," SQL, Other"
3105,30-44,Hombre,medio,India,Grado Universitario,Business Analyst,< 1 years,Gobierno/servicio público,Multinacional,Python
3106,18-29,Hombre,No sabe/No contesta,India,Grado Universitario,Data Analyst,< 1 years,Seguro/Evaluación de Riesgos,Multinacional,Python
3107,30-44,Hombre,alto,Taiwan,Estudios Univertarios sin licenciatura,Data Analyst,5-10 years,Tecnológico,Grande," R, SQL, Other"
3108,30-44,Hombre,alto,Corea del Sur,Grado Universitario,Data Analyst,5-10 years,Contabilidad/Finanzas,Grande,"Python, SQL"
3109,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Otros,Startup," C, C++"
3110,30-44,Mujes,medio,Otros,Grado Universitario,Data Analyst,< 1 years,Fabricación,Startup," SQL, Other"
3111,45-59,Hombre,alto,Estados Unidos,Grado Universitario,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
3112,45-59,Hombre,No sabe/No contesta,Hong Kong (S.A.R.),Doctorado,Business Analyst,20+ years,,No sabe/No contesta,"Python, C++"
3113,30-44,Hombre,alto,Singapur,Doctorado,Data Analyst,3-5 years,Tecnológico,Startup,"Python, SQL, C++, Javascript, MATLAB"
3114,18-29,Mujes,No sabe/No contesta,India,Grado Universitario,Data Analyst,< 1 years,Tecnológico,Pequeña,"Python, C++"
3115,18-29,Hombre,bajo,India,Master,Data Analyst,< 1 years,Tecnológico,Multinacional,Python
3116,30-44,Hombre,bajo,India,Grado Universitario,Data Analyst,10-20 years,Contabilidad/Finanzas,Grande," SQL, Other"
3117,45-59,Hombre,alto,Singapur,Grado Universitario,Data Analyst,10-20 years,Tecnológico,Grande,"Python, SQL, Other"
3118,30-44,Hombre,No sabe/No contesta,Ucrania,Master,Data Analyst,< 1 years,Marketing/CRM,Pequeña,Python
3119,30-44,Mujes,alto,Australia,Grado Universitario,Data Analyst,1-3 years,Gobierno/servicio público,Mediana, Other
3120,18-29,Mujes,bajo,India,Grado Universitario,Business Analyst,I have never written code,Tecnológico,Multinacional,No sabe/No contesta
3121,18-29,Hombre,bajo,India,Master,Data Analyst,3-5 years,Tecnológico,Mediana,"Python, SQL"
3122,18-29,Hombre,No sabe/No contesta,Kenia,Grado Universitario,Data Analyst,1-3 years,Gobierno/servicio público,Pequeña,"Python, SQL"
3123,60-70+,Prefiero no decirlo,No sabe/No contesta,Estados Unidos,Prefiero no responder,Data Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Grande,"Python, R, SQL"
3124,30-44,Mujes,No sabe/No contesta,India,Master,Data Analyst,5-10 years,Médico/farmacéutico,Startup,"Python, R"
3125,18-29,Hombre,No sabe/No contesta,Kenia,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Startup,"Python, R"
3126,30-44,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Otros,Multinacional,"Python, R"
3127,18-29,Hombre,No sabe/No contesta,Egipto,Bachillerato,Data Analyst,1-3 years,Tecnológico,Startup,"Python, C++"
3128,18-29,Hombre,alto,Turquia,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Startup,"Python, SQL"
3129,18-29,Hombre,No sabe/No contesta,Canada,Grado Universitario,Data Analyst,1-3 years,Otros,Startup,"Python, R, SQL"
3130,30-44,Mujes,alto,Francia,Doctorado,Data Analyst,10-20 years,Académico/Educación,Grande," R, Bash, MATLAB"
3131,30-44,Hombre,bajo,Otros,Doctorado,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, C++, Javascript, Swift, Bash, MATLAB"
3132,18-29,Hombre,bajo,Rusia,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
3133,30-44,Hombre,medio,España,Estudios Univertarios sin licenciatura,Business Analyst,1-3 years,Contabilidad/Finanzas,Startup,"Python, SQL"
3134,18-29,Mujes,No sabe/No contesta,Otros,Grado Universitario,Data Analyst,I have never written code,Académico/Educación,Startup,No sabe/No contesta
3135,18-29,Hombre,alto,Estados Unidos,Master,Business Analyst,1-3 years,Fabricación,Pequeña,"Python, SQL"
3136,30-44,Hombre,medio,India,Master,Data Analyst,5-10 years,Tecnológico,Mediana, SQL
3137,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Médico/farmacéutico,Multinacional,"Python, SQL"
3138,45-59,Hombre,bajo,Rusia,Master,Data Analyst,20+ years,Fabricación,Grande,"Python, C, C++"
3139,18-29,Hombre,bajo,Rusia,Master,Business Analyst,< 1 years,Ventas al por menor,Multinacional,"Python, SQL"
3140,30-44,Hombre,bajo,Nigeria,Master,Data Analyst,1-3 years,Marketing/CRM,Startup,"Python, SQL"
3141,30-44,Mujes,bajo,India,Master,Business Analyst,1-3 years,Ventas al por menor,Startup,"Python, SQL"
3142,30-44,Mujes,No sabe/No contesta,Estados Unidos,Master,Data Analyst,1-3 years,,No sabe/No contesta,"Python, SQL"
3143,18-29,Hombre,bajo,Mexico,Master,Data Analyst,3-5 years,Energía/Minería,Multinacional,"Python, C, C++, Javascript"
3144,30-44,Hombre,No sabe/No contesta,India,Doctorado,Business Analyst,< 1 years,,No sabe/No contesta,Python
3145,18-29,Hombre,bajo,Egipto,Grado Universitario,Data Analyst,1-3 years,Gobierno/servicio público,Startup,"Python, Java"
3146,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,3-5 years,Tecnológico,Multinacional,Python
3147,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,< 1 years,Tecnológico,Grande,"Python, SQL"
3148,18-29,Mujes,medio,Otros,Master,Data Analyst,1-3 years,Gobierno/servicio público,Mediana,Python
3149,30-44,Mujes,No sabe/No contesta,Mexico,Grado Universitario,Data Analyst,< 1 years,Envío/Transporte,Multinacional, SQL
3150,18-29,Hombre,No sabe/No contesta,Iran,Master,Data Analyst,< 1 years,Académico/Educación,Startup,"Python, MATLAB"
3151,18-29,Mujes,bajo,Rusia,Master,Data Analyst,5-10 years,Tecnológico,Mediana,"Python, R, SQL"
3152,45-59,Hombre,alto,Noruega,Master,Data Analyst,10-20 years,Otros,Grande, Other
3153,18-29,Hombre,bajo,India,Grado Universitario,Business Analyst,I have never written code,Marketing/CRM,Startup,No sabe/No contesta
3154,30-44,Hombre,medio,India,Master,Data Analyst,I have never written code,Tecnológico,Multinacional,No sabe/No contesta
3155,30-44,Hombre,medio,Rusia,Master,Business Analyst,3-5 years,Seguro/Evaluación de Riesgos,Grande,"Python, Javascript"
3156,18-29,Hombre,No sabe/No contesta,Nigeria,Grado Universitario,Data Analyst,3-5 years,Tecnológico,Startup,"Python, Javascript"
3157,18-29,Hombre,bajo,Tailandia,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Contabilidad/Finanzas,Grande,"Python, R, SQL, C++, Java, Javascript"
3158,30-44,Hombre,alto,Republica Checa,Master,Data Analyst,20+ years,Ventas al por menor,Pequeña,"Python, SQL"
3159,30-44,Hombre,alto,Japon,Master,Business Analyst,< 1 years,Gobierno/servicio público,Pequeña,"Python, C"
3160,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Tecnológico,Grande," R, SQL"
3161,18-29,Hombre,No sabe/No contesta,Francia,Grado Universitario,Data Analyst,< 1 years,Tecnológico,Startup,"Python, R, SQL"
3162,45-59,Hombre,No sabe/No contesta,Nigeria,Master,Business Analyst,10-20 years,Tecnológico,Mediana," SQL, Java, Javascript"
3163,18-29,Hombre,No sabe/No contesta,Pakistan,Master,Data Analyst,3-5 years,Tecnológico,Startup,Python
3164,18-29,Hombre,bajo,India,Grado Universitario,Business Analyst,1-3 years,Ventas al por menor,Multinacional, SQL
3165,18-29,Hombre,bajo,India,Master,Business Analyst,< 1 years,Energía/Minería,Multinacional,"Python, SQL"
3166,30-44,Mujes,bajo,India,Master,Data Analyst,< 1 years,Tecnológico,Multinacional,Python
3167,30-44,Mujes,medio,Francia,Estudios Univertarios sin licenciatura,Data Analyst,1-3 years,Otros,Startup,"Python, SQL"
3168,18-29,Mujes,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,,No sabe/No contesta," C, C++, Java"
3169,30-44,Hombre,alto,Estados Unidos,Master,Data Analyst,10-20 years,Radio/Comunicaciones,Multinacional,"Python, R, SQL, Bash, Other"
3170,30-44,Hombre,No sabe/No contesta,Egipto,Grado Universitario,Data Analyst,1-3 years,Tecnológico,Startup,"Python, SQL, Java, Javascript, Other"
3171,45-59,Prefiero no decirlo,alto,Estados Unidos,Master,Business Analyst,20+ years,Contabilidad/Finanzas,Startup,"Python, SQL, Java, Bash"
3172,18-29,Hombre,bajo,India,Grado Universitario,Business Analyst,< 1 years,Tecnológico,Startup,"Python, R, SQL"
3173,45-59,Hombre,alto,Estados Unidos,Master,Business Analyst,5-10 years,Tecnológico,Startup,"Python, R, SQL"
3174,30-44,Hombre,alto,India,Grado Universitario,Business Analyst,1-3 years,Tecnológico,Multinacional,"Python, R, SQL, Javascript"
3175,45-59,Mujes,alto,España,Grado Universitario,Business Analyst,I have never written code,Contabilidad/Finanzas,Multinacional,No sabe/No contesta
3176,30-44,Mujes,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,Fabricación,Mediana,"Python, SQL"
3177,18-29,Hombre,No sabe/No contesta,Corea del Sur,Bachillerato,Data Analyst,< 1 years,Tecnológico,Startup,Python
3178,18-29,Hombre,No sabe/No contesta,Kenia,Grado Universitario,Data Analyst,1-3 years,Tecnológico,Startup," R, C++"
3179,30-44,Hombre,bajo,Otros,Master,Data Analyst,1-3 years,Académico/Educación,Pequeña,"Python, SQL, Javascript"
3180,30-44,Hombre,medio,Otros,Grado Universitario,Business Analyst,< 1 years,Gobierno/servicio público,Mediana, None
3181,18-29,Hombre,alto,India,Master,Data Analyst,I have never written code,Académico/Educación,Startup,No sabe/No contesta
3182,30-44,Hombre,bajo,Brasil,Grado Universitario,Business Analyst,< 1 years,Contabilidad/Finanzas,Pequeña,"Python, SQL"
3183,45-59,Hombre,medio,Corea del Sur,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Grande,"Python, SQL"
3184,30-44,Hombre,bajo,Arabia Saudi,Master,Data Analyst,1-3 years,Médico/farmacéutico,Mediana," R, SQL"
3185,30-44,Mujes,alto,Estados Unidos,Master,Data Analyst,10-20 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, R, SQL"
3186,18-29,Hombre,No sabe/No contesta,Taiwan,Master,Business Analyst,1-3 years,Negocios en línea/ventas basadas en Internet,Grande,"Python, R"
3187,45-59,Hombre,No sabe/No contesta,Emiratos Arabes,Master,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, C++, Other"
3188,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,< 1 years,Tecnológico,Multinacional,"Python, SQL"
